years,program,Y0_enrol,Y0_complete,Y0_grade,Y1_enrol,Y1_complete,Y1_grade,Y2_enrol,Y2_complete,Y2_grade,Y3_enrol,Y3_complete,Y3_grade,Y4_enrol,Y4_complete,Y4_grade,Class
three,biology,high,medium,C,medium,low,C,high,medium,C,high,medium,C,low,low,E,ok
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,medium,medium,C,high,medium,C,high,high,C,high,low,C,high,low,C,ok
three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
three,biology,high,medium,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
three,management,high,high,C,high,medium,C,high,high,C,low,low,E,low,low,E,ok
three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,medium,medium,C,medium,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,biology,medium,medium,C,high,medium,B,high,medium,C,high,medium,C,low,low,E,ok
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,medium,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,medium,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
three,management,high,low,C,high,low,C,high,low,C,high,low,E,high,low,E,fail
three,biology,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,biology,medium,low,C,high,high,C,high,high,C,high,medium,C,low,low,E,ok
three,biology,high,high,B,high,low,B,high,low,C,high,low,C,high,low,C,ok
three,management,medium,medium,B,high,low,C,high,medium,C,high,medium,C,low,low,E,ok
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,low,low,C,medium,low,B,high,medium,C,medium,low,C,medium,medium,C,ok
three,biology,low,low,C,medium,low,C,high,medium,C,high,medium,C,high,medium,C,ok
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,biology,low,low,C,high,medium,C,medium,medium,C,high,medium,C,high,low,C,ok
three,biology,medium,medium,B,medium,medium,C,high,high,C,high,medium,C,low,low,E,ok
three,management,high,high,C,high,medium,C,high,high,C,low,low,E,low,low,E,ok
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,low,low,C,high,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,informatics,high,low,E,high,low,C,high,medium,C,low,low,E,low,low,E,fail
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,biology,high,high,C,medium,medium,C,medium,medium,C,high,medium,C,low,low,E,ok
three,management,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
three,biology,low,low,C,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
three,management,low,low,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,biology,low,low,E,medium,low,C,high,low,C,high,medium,C,high,high,C,ok
three,biology,medium,medium,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
three,biology,medium,medium,C,medium,medium,C,high,high,C,high,medium,C,low,low,E,ok
three,informatics,low,low,C,high,medium,C,high,medium,C,high,medium,C,high,low,C,ok
three,management,low,low,C,high,medium,B,high,medium,C,high,medium,C,low,low,E,ok
three,biology,high,high,B,high,medium,B,high,medium,C,low,low,E,low,low,E,ok
three,management,high,medium,C,high,high,C,high,low,C,high,low,C,high,medium,C,ok
three,management,low,low,C,high,medium,C,high,medium,C,high,low,C,high,medium,C,ok
three,biology,high,high,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
three,biology,medium,medium,C,medium,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,biology,high,medium,C,high,medium,C,high,medium,C,medium,medium,C,low,low,E,ok
three,management,high,high,C,high,high,C,high,high,C,low,low,E,low,low,E,ok
three,informatics,low,low,C,high,high,C,high,high,C,medium,low,C,low,low,E,ok
three,biology,high,high,B,high,medium,B,high,high,C,high,medium,C,low,low,E,ok
three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,biology,high,high,B,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
three,biology,high,high,B,high,high,C,medium,medium,C,low,low,E,low,low,E,ok
three,management,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,biology,low,low,C,low,low,E,medium,medium,C,medium,medium,C,high,medium,C,ok
three,management,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
three,management,high,high,B,high,medium,C,high,low,C,high,low,C,low,low,E,ok
three,management,high,low,E,high,low,C,high,low,C,low,low,E,low,low,E,fail
three,informatics,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,biology,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,management,high,low,C,high,medium,C,high,low,C,low,low,E,low,low,E,fail
three,biology,low,low,C,medium,low,C,medium,low,C,low,low,E,high,medium,C,fail
three,biology,high,low,C,medium,low,B,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,medium,C,high,low,C,high,medium,C,high,medium,C,medium,low,C,ok
three,biology,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,low,low,A,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,low,low,C,medium,low,E,high,medium,C,high,high,C,high,medium,C,ok
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,C,low,low,E,high,low,C,high,low,B,medium,low,E,fail
three,informatics,low,low,C,medium,low,C,high,medium,C,high,medium,C,high,medium,C,ok
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,medium,medium,C,high,high,C,medium,medium,C,high,low,C,low,low,E,ok
three,biology,low,low,B,medium,medium,B,high,medium,C,high,medium,C,high,medium,C,ok
three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,informatics,high,low,C,low,low,E,high,low,C,high,medium,C,high,low,C,fail
three,biology,low,low,C,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
three,informatics,medium,medium,B,high,high,B,high,medium,C,medium,low,C,low,low,E,ok
three,management,low,low,C,medium,low,C,high,medium,A,high,medium,B,high,medium,C,ok
three,management,low,low,C,high,low,C,high,medium,C,high,medium,C,high,medium,C,ok
three,biology,high,high,C,high,medium,C,medium,low,C,low,low,E,low,low,E,ok
three,biology,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,biology,high,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,management,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,informatics,low,low,B,high,medium,B,medium,medium,B,high,medium,B,medium,medium,B,ok
three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,low,low,C,medium,medium,C,high,medium,C,high,medium,C,high,low,C,ok
three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,C,high,low,B,high,low,C,high,low,C,low,low,E,fail
three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
three,biology,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,medium,medium,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
three,biology,medium,medium,C,medium,medium,C,high,high,C,high,medium,C,high,medium,C,ok
three,informatics,low,low,C,high,high,C,high,medium,C,medium,medium,C,medium,low,C,ok
three,biology,medium,medium,B,medium,medium,C,low,low,E,low,low,E,low,low,E,fail
three,informatics,low,low,C,high,medium,C,high,low,C,high,medium,C,high,medium,C,ok
three,biology,high,high,C,high,medium,B,high,medium,C,low,low,E,low,low,E,ok
three,biology,medium,low,C,medium,medium,C,high,high,B,high,medium,C,low,low,E,ok
three,biology,medium,medium,C,medium,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,management,medium,medium,C,high,medium,C,high,medium,C,high,low,C,high,medium,C,ok
three,management,high,medium,C,high,medium,C,high,medium,C,high,low,C,high,medium,C,ok
three,informatics,high,medium,C,high,low,C,high,medium,C,high,low,C,high,low,C,ok
three,biology,medium,medium,C,medium,medium,C,medium,medium,C,high,medium,C,high,medium,C,ok
three,management,high,low,C,high,low,B,high,low,C,high,low,B,high,low,C,fail
three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
three,informatics,high,high,B,high,high,B,medium,medium,B,low,low,E,low,low,E,ok
three,management,low,low,C,high,medium,C,high,high,C,high,medium,C,low,low,E,ok
three,biology,medium,low,C,high,medium,C,high,high,C,high,medium,C,low,low,E,ok
three,management,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
three,biology,low,low,C,high,medium,C,high,medium,C,low,low,E,low,low,E,fail
three,management,low,low,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,management,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
three,management,low,low,C,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
three,informatics,high,high,C,high,low,C,high,low,C,high,low,C,high,low,C,ok
three,management,low,low,C,medium,low,C,high,medium,C,high,medium,C,high,medium,C,ok
three,biology,high,low,E,high,low,E,high,low,C,high,low,C,high,low,C,fail
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,biology,high,high,B,medium,medium,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,medium,C,high,medium,C,high,low,C,high,medium,C,low,low,E,ok
three,biology,high,low,E,medium,low,C,high,low,C,low,low,E,low,low,E,fail
three,management,high,medium,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
three,biology,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,biology,high,high,B,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
three,management,medium,medium,C,high,medium,C,high,low,C,high,medium,C,low,low,E,ok
three,management,high,medium,C,high,medium,C,high,low,C,low,low,E,low,low,E,fail
three,biology,high,high,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
three,informatics,medium,medium,C,medium,medium,C,high,medium,C,medium,medium,C,low,low,E,ok
three,biology,high,high,B,medium,medium,C,high,medium,C,low,low,E,low,low,E,ok
three,biology,medium,medium,B,high,medium,B,high,medium,C,high,medium,C,low,low,E,ok
three,management,high,low,C,high,low,C,high,low,C,high,low,C,high,medium,C,fail
three,biology,low,low,C,medium,low,C,low,low,E,low,low,E,medium,low,C,ok
three,informatics,high,low,C,high,low,C,high,low,C,high,low,C,high,low,C,fail
three,biology,medium,medium,C,medium,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,biology,low,low,E,low,low,C,high,low,C,high,high,C,low,low,E,fail
three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,low,low,B,low,low,E,low,low,E,low,low,C,medium,low,C,ok
three,informatics,medium,low,E,medium,low,E,medium,low,E,high,low,E,high,low,C,fail
three,informatics,medium,medium,C,high,medium,C,high,medium,C,high,low,C,medium,low,C,ok
three,biology,high,high,B,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
three,management,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,management,low,low,C,high,medium,C,high,medium,C,high,medium,C,high,low,C,ok
three,biology,high,high,B,medium,medium,B,high,medium,C,low,low,E,low,low,E,ok
three,management,low,low,C,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
three,management,medium,medium,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
three,informatics,medium,medium,B,medium,medium,C,high,medium,C,medium,medium,C,low,low,E,ok
three,informatics,high,low,E,high,low,C,high,low,C,high,low,C,low,low,E,fail
three,biology,high,high,C,high,medium,B,high,medium,C,low,low,E,low,low,E,ok
three,management,medium,low,E,high,low,C,high,low,C,high,low,B,high,low,C,ok
three,management,high,low,C,medium,low,E,low,low,E,high,low,E,low,low,E,fail
three,informatics,low,low,A,medium,low,B,high,medium,C,high,medium,C,high,low,C,ok
three,informatics,low,low,C,medium,low,C,high,medium,C,high,medium,C,high,low,C,ok
three,management,high,low,E,medium,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,medium,low,C,high,medium,C,high,medium,C,high,low,C,high,low,C,ok
three,informatics,high,high,C,high,medium,C,high,low,C,high,low,C,medium,medium,C,ok
three,informatics,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,medium,low,C,ok
three,informatics,high,medium,C,high,medium,C,high,medium,C,medium,medium,C,low,low,E,ok
three,biology,low,low,C,low,low,C,high,medium,C,high,medium,C,high,medium,C,ok
three,informatics,low,low,C,medium,low,C,high,medium,C,high,medium,C,high,low,C,ok
three,informatics,high,high,C,high,low,C,high,medium,C,high,medium,C,medium,low,C,ok
three,management,low,low,C,high,medium,C,high,medium,C,high,medium,C,medium,low,C,ok
three,management,low,low,E,low,low,E,medium,low,C,high,medium,C,medium,low,C,fail
three,management,high,low,E,high,low,C,high,low,C,high,low,C,high,low,C,fail
three,biology,high,high,C,high,medium,C,high,medium,C,high,medium,B,low,low,E,ok
three,informatics,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,medium,low,C,ok
three,biology,low,low,C,high,medium,C,high,medium,C,high,low,C,high,medium,C,ok
three,informatics,medium,low,E,high,low,E,medium,low,E,medium,low,E,low,low,E,fail
three,informatics,low,low,C,medium,low,C,high,medium,C,high,high,C,high,low,C,ok
three,informatics,medium,low,C,high,low,C,high,low,C,low,low,E,low,low,E,fail
three,management,medium,medium,C,high,medium,C,high,low,C,high,low,C,high,low,C,ok
three,informatics,low,low,B,high,high,B,high,medium,C,high,low,C,medium,low,C,ok
three,informatics,high,high,C,high,medium,C,high,low,C,medium,medium,C,medium,low,C,ok
three,informatics,high,high,C,high,medium,C,high,medium,C,medium,low,C,low,low,E,ok
three,biology,high,high,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
three,informatics,medium,medium,C,high,high,C,high,medium,C,medium,low,C,low,low,E,ok
three,management,low,low,E,medium,low,E,high,medium,C,high,medium,C,high,low,C,fail
three,management,medium,low,E,medium,low,C,high,low,C,high,low,C,high,low,E,fail
three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,low,low,B,high,high,C,high,medium,C,high,low,C,high,low,C,ok
three,biology,low,low,E,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
three,management,low,low,C,low,low,C,high,low,C,high,low,E,low,low,E,fail
three,management,high,high,C,high,medium,C,high,low,C,high,low,B,high,low,C,ok
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,medium,medium,B,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
three,informatics,low,low,C,low,low,E,high,high,C,high,medium,C,high,low,C,ok
three,biology,medium,medium,C,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
three,biology,high,low,B,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
three,informatics,high,high,C,high,medium,C,high,medium,C,medium,medium,C,low,low,E,ok
three,informatics,low,low,B,high,medium,B,high,medium,B,high,low,E,high,low,E,ok
three,biology,high,medium,C,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
three,informatics,medium,low,E,medium,low,C,low,low,E,low,low,E,low,low,E,fail
three,biology,medium,medium,B,high,medium,C,medium,medium,C,high,medium,C,low,low,E,ok
three,biology,medium,medium,C,high,high,C,high,high,C,high,medium,C,low,low,E,ok
three,biology,medium,medium,C,high,medium,C,high,high,C,high,medium,C,low,low,E,ok
three,management,medium,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,low,E,high,low,E,high,low,E,low,low,E,low,low,E,fail
three,management,high,low,B,high,medium,C,low,low,E,low,low,E,high,low,E,ok
three,informatics,medium,low,C,medium,medium,C,high,medium,C,high,medium,C,high,low,C,ok
three,informatics,high,low,E,high,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,medium,medium,B,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,low,low,B,high,high,B,high,high,C,medium,medium,C,low,low,E,ok
three,informatics,low,low,C,high,high,C,high,medium,C,high,medium,C,medium,low,C,ok
three,management,medium,medium,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,informatics,high,low,E,medium,low,E,medium,low,E,medium,low,E,low,low,E,fail
three,biology,medium,medium,C,high,medium,C,high,high,C,high,medium,C,low,low,E,ok
three,management,high,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
three,informatics,medium,low,C,high,medium,C,high,medium,C,medium,low,C,medium,low,C,ok
three,informatics,medium,medium,C,high,medium,C,high,medium,C,medium,medium,C,low,low,E,ok
three,informatics,medium,medium,C,high,high,C,high,medium,C,medium,medium,C,low,low,E,ok
three,informatics,high,high,B,high,high,C,high,low,C,high,low,E,high,low,C,ok
three,informatics,high,high,C,high,medium,C,high,medium,C,high,low,C,medium,low,C,ok
three,biology,high,medium,C,high,medium,C,high,high,C,high,medium,C,low,low,E,ok
three,informatics,low,low,C,high,high,C,high,medium,C,high,low,C,high,low,E,ok
three,informatics,low,low,C,medium,low,C,high,low,C,high,low,C,high,medium,C,ok
three,informatics,high,low,E,high,low,E,high,low,C,low,low,E,high,low,E,fail
three,management,low,low,E,medium,low,C,high,low,E,high,high,C,high,low,C,ok
three,informatics,high,low,E,medium,low,E,high,low,E,high,low,E,high,low,E,fail
three,biology,medium,medium,B,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,management,high,low,C,medium,low,C,low,low,E,low,low,E,low,low,E,fail
three,biology,low,low,E,high,high,B,high,high,C,high,medium,C,low,low,E,ok
three,informatics,high,low,E,high,low,E,high,low,E,high,low,E,high,low,C,fail
three,management,high,low,E,high,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,medium,low,C,high,medium,B,high,high,C,high,medium,C,high,low,C,ok
three,informatics,low,low,C,medium,medium,C,high,high,C,high,medium,C,medium,low,C,ok
three,informatics,low,low,B,high,medium,C,high,medium,C,medium,medium,B,low,low,E,ok
three,biology,high,high,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,informatics,medium,medium,C,high,medium,C,high,medium,C,high,low,C,medium,low,C,ok
three,informatics,high,high,C,high,medium,C,high,medium,C,medium,medium,C,low,low,E,ok
three,biology,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,informatics,high,high,C,high,medium,C,high,medium,C,medium,medium,C,low,low,E,ok
three,management,medium,low,E,medium,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,high,C,high,medium,C,high,medium,C,medium,low,C,low,low,E,ok
three,informatics,medium,low,E,high,low,E,high,low,E,high,low,C,low,low,E,fail
three,informatics,low,low,C,high,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,low,low,C,high,high,C,high,medium,C,high,low,C,high,low,C,ok
three,informatics,high,low,B,high,low,E,high,low,C,high,low,C,high,low,C,fail
three,management,medium,low,E,medium,low,E,low,low,E,low,low,B,medium,low,E,fail
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,E,medium,low,C,high,low,E,low,low,E,low,low,E,fail
three,informatics,medium,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,medium,C,low,low,E,high,medium,C,high,low,C,high,low,C,ok
three,biology,high,low,E,high,low,B,low,low,E,low,low,E,low,low,E,fail
three,management,medium,low,E,high,low,C,high,low,C,low,low,E,low,low,E,fail
three,informatics,low,low,C,high,high,C,high,low,C,high,medium,C,medium,low,C,ok
three,management,high,low,E,high,low,E,high,low,C,high,low,C,high,low,B,fail
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,medium,medium,C,high,medium,C,high,medium,C,high,low,C,high,medium,C,ok
three,management,high,low,E,high,low,E,low,low,E,high,low,C,high,low,C,fail
three,informatics,low,low,C,high,medium,C,high,medium,C,high,medium,C,medium,medium,C,ok
three,informatics,high,medium,C,high,medium,C,high,medium,C,high,low,C,high,low,C,ok
three,informatics,medium,medium,C,high,medium,C,high,high,C,high,medium,C,high,low,E,ok
three,informatics,medium,medium,C,high,high,C,high,medium,C,high,medium,C,high,low,C,ok
three,informatics,low,low,C,high,medium,C,high,medium,B,high,medium,C,high,medium,C,ok
three,informatics,high,low,E,medium,low,E,high,low,C,high,low,C,high,low,B,fail
three,informatics,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,high,C,high,low,C,high,medium,C,high,medium,C,medium,low,C,ok
three,biology,low,low,B,high,medium,B,high,high,C,high,low,C,high,low,C,ok
three,biology,medium,medium,C,high,high,C,high,medium,C,high,low,C,high,low,C,ok
three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,high,C,high,medium,C,high,low,C,high,low,C,high,low,C,ok
three,informatics,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,low,low,B,high,medium,B,high,medium,C,high,high,B,medium,medium,C,ok
three,informatics,high,low,E,high,low,E,high,low,E,low,low,E,low,low,E,fail
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,low,E,high,low,E,high,low,C,high,low,C,low,low,E,fail
three,informatics,high,high,C,high,low,C,high,medium,C,high,medium,C,medium,medium,C,ok
three,informatics,high,medium,C,high,low,C,high,low,C,high,medium,C,high,low,C,ok
three,informatics,medium,medium,C,high,medium,C,high,high,C,high,medium,C,medium,low,C,ok
three,informatics,low,low,C,high,medium,C,high,low,A,high,medium,C,high,medium,C,ok
three,biology,high,high,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
three,informatics,high,medium,C,high,medium,C,high,medium,C,high,low,E,high,low,C,ok
three,informatics,low,low,C,high,medium,C,high,medium,C,high,medium,C,high,low,C,ok
three,informatics,high,high,C,high,medium,C,high,medium,C,high,low,C,medium,low,B,ok
three,informatics,medium,medium,B,high,medium,B,high,high,B,high,medium,C,medium,low,C,ok
three,biology,medium,medium,B,high,high,C,high,medium,C,high,medium,B,low,low,E,ok
three,informatics,high,high,C,high,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
three,informatics,high,high,C,high,medium,C,high,low,C,high,low,E,high,medium,C,ok
three,management,low,low,E,high,low,E,high,low,C,high,low,C,high,low,C,fail
three,informatics,low,low,E,high,high,B,high,medium,C,high,high,C,medium,medium,C,ok
three,informatics,medium,medium,B,high,medium,C,high,medium,C,high,medium,C,medium,medium,C,ok
three,informatics,low,low,C,high,high,C,high,medium,C,high,medium,C,high,low,C,ok
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,medium,low,E,high,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,medium,low,E,medium,low,E,medium,low,E,low,low,E,low,low,E,fail
three,informatics,low,low,C,medium,low,C,high,medium,C,high,low,C,high,low,C,ok
three,informatics,high,high,C,high,medium,C,high,medium,C,high,low,C,medium,low,C,ok
three,management,high,low,E,high,low,E,high,low,C,low,low,E,low,low,E,fail
three,management,medium,low,E,medium,low,E,high,low,C,high,low,E,high,low,C,fail
three,management,low,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,low,low,C,low,low,E,medium,low,C,low,low,E,low,low,E,ok
three,informatics,high,low,E,high,low,E,high,low,E,medium,low,C,high,low,C,fail
three,biology,medium,medium,B,high,low,C,high,high,C,high,medium,C,high,medium,C,ok
three,informatics,high,medium,C,high,high,C,high,medium,C,high,low,C,medium,low,C,ok
three,management,medium,medium,C,high,medium,C,high,medium,C,high,low,C,high,low,C,ok
three,informatics,medium,low,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,E,high,low,E,high,low,C,high,low,C,low,low,E,fail
three,biology,low,low,C,low,low,C,low,low,E,low,low,C,low,low,C,fail
three,informatics,high,low,E,high,low,B,high,medium,C,high,low,C,high,low,C,fail
three,informatics,medium,medium,C,high,high,C,high,medium,C,high,low,C,high,low,C,ok
three,management,high,medium,B,high,medium,C,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,medium,C,high,high,C,high,medium,C,high,medium,C,high,low,C,ok
three,management,medium,low,B,high,low,B,high,low,E,high,low,E,low,low,E,fail
three,management,medium,low,E,medium,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,low,low,E,high,high,C,high,high,C,high,medium,C,low,low,E,ok
three,informatics,high,low,C,high,low,C,high,medium,C,high,low,B,low,low,E,ok
three,informatics,medium,low,E,high,low,E,high,low,E,low,low,E,low,low,E,fail
three,management,high,low,E,high,low,E,high,low,C,high,low,C,low,low,E,fail
three,informatics,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
three,informatics,medium,medium,B,high,medium,B,high,high,C,high,high,C,high,medium,B,ok
three,informatics,low,low,C,high,medium,C,high,medium,C,high,high,C,high,medium,C,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,high,C,high,medium,C,high,medium,C,high,low,E,high,low,B,ok
three,informatics,low,low,B,high,high,B,high,medium,B,high,high,B,high,medium,C,ok
three,biology,low,low,C,medium,low,B,high,medium,C,high,medium,C,high,low,C,ok
three,informatics,low,low,B,high,high,C,high,medium,B,high,medium,C,high,low,C,ok
three,informatics,low,low,B,high,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
three,informatics,low,low,C,high,low,C,high,medium,C,high,medium,C,high,medium,C,ok
three,informatics,high,medium,C,high,medium,C,high,medium,C,high,low,C,high,low,C,ok
three,management,high,low,C,high,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,low,low,B,high,medium,C,high,medium,C,high,medium,B,high,medium,C,ok
three,informatics,high,high,C,high,medium,C,high,low,C,high,low,C,high,low,C,ok
three,biology,low,low,C,low,low,C,low,low,E,medium,low,C,high,low,C,ok
three,informatics,low,low,A,high,high,C,high,high,C,high,medium,C,high,medium,C,ok
three,informatics,medium,medium,B,high,medium,C,high,medium,C,high,low,C,high,medium,C,ok
three,informatics,medium,medium,C,high,medium,C,high,low,C,high,medium,C,high,low,C,ok
three,informatics,low,low,C,high,medium,C,high,high,C,high,medium,C,high,medium,C,ok
three,informatics,high,medium,C,high,medium,C,high,medium,C,high,low,C,high,low,B,ok
three,informatics,medium,medium,B,high,medium,B,high,medium,C,high,medium,C,high,low,C,ok
three,biology,low,low,B,high,high,C,high,medium,B,high,medium,C,high,medium,C,ok
three,management,high,low,E,low,low,E,high,low,C,high,medium,C,low,low,E,fail
three,informatics,high,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
three,informatics,low,low,C,high,medium,C,high,medium,C,high,medium,C,high,low,C,ok
three,informatics,low,low,E,high,high,C,high,medium,C,high,medium,C,high,medium,C,ok
three,informatics,medium,medium,C,high,medium,C,high,medium,C,high,low,C,high,low,C,ok
